cust_id,revenue_2018_2019
6pf4rgxqznfrpsc3,0.0
ius352kdkznkjpm5,71.95
bfaoosp7gpycvg7g,178.37
4qhdac5nhlcgyi7l,0.0
ts5vg5dsnwmc2wrt,0.0
j566kl7nodmpqjkj,0.0
dnzdi7yjhi2qgx6t,623.83
erogyybeykhfgnip,0.0
mwngwo2ozocmfhwa,0.0
ah4nnw2jbvz2xx6b,0.0
suyxzoohtymewfs7,0.0
qwmv2u7awewl3npt,0.0
fmuqdzcxkow7zcvs,0.0
yyh2uw6mgtryvfqb,0.0
bptgbnkmow32rtut,429.04
qo4zyltnk5ihlhg4,0.0
zusa45m53fbz4pyu,244.42
l4uktpf4elcdwkhy,75.95
6m22myyxonr2z6hn,0.0
seesvz3ooqlda3ha,0.0
ybq62v75z4ao6ikk,0.0
ebsww7gtw4g6c3ss,234.43
or4gn3zy6dnpnq4k,63.0
uissmi3t6bvcdyoa,128.38
hwp4sgbqp4qkebg4,0.0
jf4fozwssm454o5t,0.0
y6v7zfvb3752x6av,0.0
r34lneyp3ck7ahtt,0.0
5xchh5uddysdop6u,85.0
vsdp62hutkurcjye,0.0
jolepwdbvcvnswtf,0.0
7uhvtd4awmwh637l,0.0
lo4asmzbpdr6bquh,71.96
4d3py4xpa67qsrrq,0.0
wwjzvv54fzpjo35q,0.0
vxmfxumvljomkz42,0.0
n32w6wzmpeafmao6,311.89
v3ruk72z7ctlrjaf,0.0
4pxmy5mzrncvppjc,712.87
lxsiecmo4vlrx7pv,0.0
ms6bugffuemqrvpt,42.98
7gbat2mz4m5cwz7i,0.0
s7k5txoioo7tcp2a,35.0
6xcw2u5iele273zx,0.0
g5vrdhko3geexxz7,74.14
hw3jfuhbaps2ar6g,0.0
oqf3ab4ezhpkjc73,0.0
ppss2cxh4opnx2g7,0.0
frpmhftqhb6ot3yb,0.0
ojaqxwwdvinoepd6,0.0
hdpykrohibdurgh5,0.0
w7w4euv2jjkwmvg5,0.0
wi3gd7hzkmskadav,188.96
rzdf5nxmbnyzuw7b,0.0
35pajoht2uyhkr62,206.96
ompq7aas235g6wsr,0.0
6jzlaejnn7peybvn,55.96
5gyyx3konzegwk4k,213.65
26fp25ko67vr3fcj,26.96
owatqzgapjitt7hb,0.0
znprif6x3yhmg3dm,0.0
zj5333wtcjmkp674,332.08
cunwrqo6luxhfzle,0.0
w2kyi6c4ythmc57i,0.0
tholgypa732orxuc,0.0
g2d64rtcmemn7uxj,0.0
5pq6uximmgrmaxb4,0.0
3d7nqn2vmfrr7bbp,0.0
4fjxle5qenmnlefo,0.0
a44fwbdcgqvy2zmg,0.0
l4ennqv52viljyc2,229.35
hzy6krprxke3umar,0.0
zc74v3butdoyoy3j,0.0
wodq4zt2rawv3kws,444.45
3x5c7g7jupxvjk2r,0.0
ah6l2e5nublleqwr,179.89
qwdzekfyr5kmm7ay,811.67
iok5rmzyda37vbuo,0.0
em3i2kyq4svzuhwf,0.0
m7pmswuidgod7byb,0.0
ithvjha343ecafmq,0.0
hw5jfaladeyybsdk,0.0
35wpuqqui5vawtiv,188.95
3enbdskelo4ea4p6,0.0
vd2gyiqyzt6jwapy,0.0
idftbc4rfenq465n,95.02
x4555mnoktwflygn,95.14
wfmc6c7fu4xhq5dw,0.0
dqinh4dgf2bne2xb,0.0
optiufc63ffrqceg,0.0
2ccwmsgqtlrntyny,126.0
5bhbv7xjfzns3fiz,0.0
c4kcu67agmvxnrz2,0.0
fn3bhuhxt6gcde2k,0.0
mg3krwws5s3knksr,0.0
gdo47nl3dg77kwju,0.0
jyrhiygtafuaqkya,0.0
xgjf6cwos7gxs3h3,59.95
sayhqg4xjph647jq,0.0
bvtm7j3jubjuapqq,0.0
uwxni47b7ongvhu7,0.0
y6f3att4catrrewy,0.0
locw6vuw3fv42nak,0.0
vdgc7pisjvx7v2au,0.0
bngonsnwtiivopv4,0.0
4d22qcvooy34jpsv,0.0
sl4o6ps2okzjxwk2,0.0
e6hujh2whryeyamm,0.0
b4hzf32qsq22krgu,103.5
7vcemnkiqzgnt7nd,237.52
stz5qmqrhskz7rr4,0.0
fhpllhyaoozplxom,210.08
wgq56x2zqpqavo27,523.16
4jqk2xilagfknm4z,135.0
4b4p6pbwkuxafpr4,0.0
vopajtnttormm74b,0.0
miftupcmr3fkn37k,0.0
e5i4rk47qnitj2u2,0.0
dvq6fgulwpsikjcz,0.0
7adyfgmfis6w6mfw,233.25
eh46vgim7xylts5c,0.0
cm3g4h5iqy3pdsqm,0.0
qvszpliwjjv57v7d,98.94
msavsenc4xy25vha,0.0
uc25iet6twpbswic,0.0
mcznbvndowi4ujji,0.0
63i3ftaefw6pbvvt,0.0
kfjoaqbqmkevre2n,0.0
ihhfy6sco6d6xxcg,76.8
lxns7il2kyjznapx,0.0
cav4db3xzrmsdt2e,0.0
e7k4saeusbtlfh7t,80.95
srkhgnezk6w7ewii,0.0
ctbtawmewuwlzlna,0.0
ytv5kc5gptfg3d4q,0.0
lvsqgfpvioty34td,91.93
satvglvf54ffsc27,62.96
xzap2snf7ouzocxe,0.0
4woi4x7syyxncdd2,430.34
tw3yvvjiggrh6lxq,173.87
tag23z7trqixcasg,0.0
4bfw4vpfyq3zzibo,336.95
dlvvcyzqe253bf3n,0.0
hhc5ccdwivlnqd3n,59.95
jyhyy2qky6v2ffra,0.0
4oujw3z56iqdx7u7,89.95
hnbpecm52xqjd2s7,0.0
orypzaadynsirkm4,220.45
annmqc6hpvhjctxn,0.0
tjdg623pxvx5exsy,0.0
7kczue7w2kcdb6f4,0.0
bkylrrhaaxudppb3,0.0
xg6qg6bceklru6mm,0.0
wonyxjhgcmcyosw6,0.0
yqguyv5j7hc53j42,0.0
n6ywfcp2qwtpfv5m,485.6
bsi52vap3ewruv5i,0.0
5a5tc5ptqnssr2y4,0.0
dmhkgjo6snyi6m6v,337.39
sry2o7vnwqp7eaxw,0.0
zd7wg7mzus5hg6xo,0.0
id675xmde4lorneh,0.0
7o55w7rjwto3jddt,0.0
e36ljbxjt3apmcij,0.0
nfx5aiipladh7xcg,112.9
5a7j5dgqpg56bwut,0.0
xc4iot6pec5n3gyr,0.0
uukknblrjgr4fngh,0.0
yuxg2ufvivpcfxcz,0.0
iannny5eyze4wty3,0.0
ilvn4smmpmd4cw7d,275.75
c2pdl7fwm5hkiq7w,0.0
wwx3obdkrswzk7bg,170.97
rxsk5nionp22igfz,671.72
lrrio736m4g3jj47,0.0
y2umjc54jk5xbmht,0.0
loboqx3gphvn77lb,100.7
567ybv6tqkgqgkdw,233.87
pghivsgfcevalssl,149.89
r7bluezkxv6zm53x,302.66
x7wustqda233lqqi,0.0
cwms4tyzfobdelhd,287.2
seuz3zlpoq2cjx3k,0.0
6dik5ydmjxqoz54g,0.0
jndgu7ggc2hbv5uv,181.56
ugsjqcgcbhenb3bg,114.47
5kpsitvqtzuwrzin,350.53
dnl3irlimboayxvu,0.0
wyw4rqtudpg7ctts,0.0
vuqi55nkri2wxtoq,0.0
lhbqcp2wlb2dtevj,0.0
4nfhahe2g7tm2ek4,0.0
tmunld72f6olkgzb,19.95
h5q7lpkkra5xnha5,0.0
yehy575fabuuzzxh,29.95
5ljljukmjlutuu67,0.0
67kljbccmub37upc,0.0
phhfntlczqrrw3sj,0.0
fce3wjceholzaqfk,34.95
zkmt6apvnciq5cco,0.0
pmrt4aq5lysc7wpl,0.0
vu4xnwmwq6lkotss,78.69
dxxnbzchvd6wsg5y,192.29
u2kqmpzl2qcjwvc2,273.15
2qx6r4tn4246lcmy,0.0
t6cu4v3lzydoho5n,0.0
dyrz6jn37ecvq27u,0.0
sp5eqbm5opltw47s,39.98
62pxz3xoftfcobsq,0.0
fdqiojoo7sksliml,0.0
mrhithzotpf5rifw,0.0
gtkojmkuizpkcpjb,157.39
ykwhtd4au26pitqh,74.96
jm2gcpz3sfoxsnpy,0.0
zzlaa2ol6txamodg,0.0
aqjgfr2t4vjgyitf,0.0
e2tyoazp2nuj3npv,1119.6
ax7qu4nbnbclsojr,0.0
orj2c6pyojgiimh5,155.3
ig442s5oyydfesfx,0.0
knlea4tvdl6pwph4,0.0
vfdpcfoyqgvwdpxz,0.0
c3s3dsi3ymjfshfa,0.0
mb5nxw7rojmxx6vj,0.0
arwrkopfpiwt2okh,235.95
5hyvp7xhoy5bvykp,0.0
rsjgwooqd7a4o4uc,0.0
f675vhtqxbfgjmu6,0.0
oqcgrpzqju5ecjc3,0.0
tsqtnnrrvsrvkwvp,0.0
hwslyybq2wojt7ly,0.0
ei5y2e2fcputuatn,277.05
6dlgkgflcxwnjfyr,45.95
r7r4e7tnmzepjeqi,32.47
wqz6yvvbs7cnrrdl,45.95
y5ijvv7v3cxuuyrq,0.0
x4v4zr77rq666v3s,531.5
py5rcd6suvshsfuj,0.0
p5kyr6nkcyiahjdk,0.0
egrsyugxmlj4ixkm,577.11
icauctizv43aapmt,262.31
oa7z47yun2ndyras,175.47
puds25gco3jj2qd4,0.0
62kqzd3pocd3h53i,0.0
v2o3hlqcgm5cg6oh,99.9
df735aaamjulgmxr,0.0
7ehujf7zsfvx7drk,0.0
gq2pf62tdybpevj4,88.55
knobpcmrtogbkxiy,56.97
ry2aa33vgiecrjqz,168.5
afnx3bmfr75yyjpo,83.94
nnpdlxocx6glocfh,73.5
4t2jicgf5ijcsdr2,0.0
g2vglkfsf5rk6b64,0.0
hgj7y7d6wajaf5qm,89.95
gxan2lplcddpn26m,188.95
gushfuil2wulcyga,0.0
7gw5lkynbwky7jmb,37.98
jmrome6smn76pvrd,170.0
kpkmnfr5vxa3eteb,305.25
jdfwznio6wjrdpkk,0.0
bne2ing5o7oihitk,0.0
u7exrbns4kvqhzr6,0.0
bvgq5poznj5wqfm6,286.57
sanppkgwobe3k6jh,0.0
4liknbja7vmocvic,53.95
r27gk3frwr2jdine,0.0
igioqk33rpfwlvgv,388.17
txk3wkss2vt4v6b4,233.98
abkasdtywxzym6uc,157.5
mqd6unnipkybc4cf,355.33
4p3hq5a3mc4kjbgn,111.93
6oenl5ryemlc23as,0.0
piah3fiky5deehub,68.35
2fa7g4rynasf6syk,0.0
d3tgs6cwdev2zwyz,88.29
63wumxxe4nafkqlk,0.0
ahbfrolyjonelkop,89.6
kar3oj4crwezlyt6,0.0
eosdnfok2tq7fcow,0.0
45sinjbemivzuele,157.45
b6jzzxv7o5czgp5a,0.0
c47bzbiy7ot6kjja,208.0
useuz64icyl7uikl,0.0
5wzjzhezzo6txkhe,0.0
7ofrchi4luv7nbzk,0.0
r6a7yw4rom4sskxx,0.0
pudush3o42pfmicz,0.0
5ayu3dnkcm6lt7ul,0.0
j3lauy4esike26bw,0.0
vl6wq2u4rmoplhde,336.15
bvqtdwh3yiabpz4j,493.62
zovpzuw4rp7jokb7,0.0
hmcxt33osi24aenm,0.0
nmocx74u24asxqxo,126.71
k4v7y4k2wowohetj,0.0
dywpufkcp45xusjk,0.0
6r6mq5kxk5mm7utr,0.0
gxcn4s6w6x7e5bow,284.21
gvaceoeqzqoi5o2o,0.0
d5kkhaqnukta54fr,369.96
ocwlqmpgbcfj7xbv,0.0
m4atmlfgayo264bk,0.0
4mm4g7qbydrw734w,0.0
ffrxcaevvtieflxv,0.0
oc7apfgftzb4wxgr,0.0
rkf2p6tlibfbyzxj,389.31
74h7qjdatdfuw4fm,0.0
wq75jntgc66l34tc,0.0
ekv2ueywctuiu5hr,225.0
npf62bq3sy45ts34,231.43
vi7adxdvvu7kr46b,0.0
7y76itktleywitra,0.0
gedcwfdprbsl634f,0.0
6iop3ayktzyacmfn,0.0
4fy4yokir5bylbde,410.0
jnqdrq7w3o7w5dy3,0.0
deuhnjdam4ezat5a,148.99
okokvpcnme7tafvc,0.0
hfalyrtfceegbrf4,0.0
z2w73jergoxznwnc,0.0
lrobn56gl4gjaf63,0.0
4dx633ms36aj2a6j,0.0
mx6ytlbtl6owgjjl,0.0
e46ux5wwrut4kn4b,0.0
6vhu4vrbxzfutmgg,0.0
exxtlrys4swm74b6,0.0
pc34mwigyfvv4pss,0.0
6ithenq62sjjhjno,0.0
sywo6mdfc7wdl7ch,0.0
iklr2cz6vn33wd4j,0.0
hvfgynougdi7bbsp,184.5
5ttpobqdn7ntzncd,0.0
75dsl3ywimkh2ypi,0.0
zoavxhlsqohhdk6w,0.0
m6lvuzhdh33stojs,0.0
x5p2sxqr6nihebow,99.95
rxuk33cya7jabkxl,219.96
5ttiniabho2udrgv,0.0
6ugaeo4hmnnevzgv,197.85
jx4bggor6e3btve7,0.0
hunfyg5rvc2mth6p,0.0
ne4yxgt4dfycmcdk,0.0
4mhigor2vx7obdoy,0.0
dh5a5veogw5pdxnc,0.0
xgmmclrwo44ju722,0.0
hibnjxbdge5icdjs,130.0
ojr44tstddwhwfss,85.95
zkpxibwofmrvjuaa,0.0
keqdzko562ie33ay,0.0
6ons63uwohn6wo5p,0.0
q656yfj2pcia5f6q,295.99
binkhlfghwyq7pbg,0.0
gz545dzxlluxa5la,267.8
ntdlm55uc3ahm6oo,53.97
npfi6qrqy7frp7ve,513.5
lbcbasbg62dzxgk2,0.0
ef2bggmo3vtyjcwc,72.0
qgwcbl4pkvnaqpej,53.95
ibnmb4mzwo42j5yj,0.0
4lvj4zyk5mizekro,245.18
vsrozic2qnscn5ba,0.0
z5iu3i2w74wiawna,115.0
tncki4njifp5faue,0.0
w4ydpchsagupzcbh,0.0
vjhnssiq7a3anvul,0.0
gt6ugofzlgkyie3i,0.0
mm4pdg2c6q4t76w6,0.0
zz4g3wfds673tt5g,0.0
gt3mydqggmn7k3zo,993.17
72i52kbaj6lacvfv,0.0
tih5epbsqocilwmj,95.95
ap437bz6k6evg6rg,0.0
btg4vndhazcdnfhs,270.98
gsl7pk5r4vbsrxhk,0.0
fiyig7cpcvi4e76z,0.0
jgwimcdj6nlyqvlr,0.0
kadzxun6oibzoh5a,0.0
h47cpg56q3sg5caj,62.95
djrblql2z7excff2,0.0
ougfzdo555kwkj7f,0.0
vvtu2ilj5f447kdf,91.66
mxfw5gpl4p634fhh,0.0
etayvyfw5jwtxjam,0.0
rx345mktaqqdynav,0.0
rcpsk25vpchyjn2l,50.35
2eaczguglcvqkrlg,233.35
cac343izdviil27v,0.0
5zb3u626uzig2oyo,0.0
t3tsrmxwiezjgmcn,59.35
2437bsoyxjdpy5j5,0.0
r373n3ez7hq6qujn,0.0
xbegbhvtvyvlcz5n,62.96
j7lemgtyaifp24n5,0.0
dscptwxmrrhw7fmz,0.0
ok4ljp5e7ngy4ied,0.0
eetq34p3v6u3sca5,0.0
dwqpuwrznbgjyhnw,0.0
glj63xwb5tkeizmj,0.0
mm4v43o4rrpac7ie,148.92
l3lcahafnroy3mav,0.0
ddoznod5cy7e2o6m,380.51
rep7qprxevapolme,0.0
mjr4vo4vi7g5evwq,0.0
okof2xnvupnmpcc2,484.97
riagjkkocsa3vr4h,0.0
2n6wmyellvjz4wim,0.0
e3kmy43ndqqrt5dq,0.0
2njzzxizthvrnd3f,93.9
2263j6zholjp6ttx,0.0
iwnhavzcpx7hu7so,0.0
r3gucu7nqyiy7q44,0.0
ev6ba375mgko3dkk,0.0
57jtuvxmyl3bj4qe,153.15
espunk32zfg2xfhp,0.0
x6ksne2xd6huqdow,358.11
uqqt7iuscuyuop3a,227.36
a64o4ktj2ldzkurr,0.0
vyltcgjtoulctoeu,509.06
avuuil2qvpsmtd55,35.97
6mny52jdehucsijb,88.0
rsjqwcnthpf3zhzr,0.0
cjxylz2p4ewcgweb,0.0
ie4xb3obfijgc5ia,0.0
22a3kbqhjjrqszxh,0.0
attke55upmjkbauz,0.0
hmqebgiezv3wmxyu,200.95
6qwo6k74cblok7vr,742.1
wbwdj65cw5lb3e32,0.0
2ppfwwahz35zkbro,540.04
metkno5ezsvm2gwy,0.0
entzw6gbzfpwkzo4,0.0
a2ncs6ornqhgzmwr,0.0
7wvmascoctywze22,0.0
m35e3xfypaexrnze,139.5
qhtv2je7bfp7zoys,0.0
a6gagu2ehxi5v4z2,0.0
i2c5nfp5bo4qt7l4,0.0
j7hid34xbqct6p2u,0.0
cpxrmqzjs6yhmthg,0.0
hohogckx26k7uw7k,47.5
anoa55q4nnbt5jym,0.0
woj5jr6cgh7auvma,306.15
vbzivuxvvblrgx3n,112.46
dsyvquz7qlxuzpiy,0.0
zky7f4beowvqgvoc,0.0
gxd7rac7xqsjx4z3,68.99
3f2vr23xmjox4toe,0.0
hhpjeoen7uosljxt,0.0
imdu6rdmufqovupi,0.0
kezwqdmva6bmadoi,0.0
dt4o5qenjri5pbpe,335.36
sq5owkmudw4wwiys,0.0
6wrmegxrwwbufaag,0.0
doh54qr4nb4xvpxi,0.0
cz54gsgybcwuvrz3,356.47
fvo55ozpd2bx4krx,0.0
sbd54wxtzd56aowc,0.0
bn4sdqxefpbqu6bt,0.0
antfrmoslfhk7vfz,0.0
ciaoijf63ocxrycx,483.53
s6h5vlm7rcohaohn,212.13
f7x53qm42h4pmlpc,0.0
nlhuirbc47ceotid,0.0
pcxczftynie6rrlg,0.0
kowk6i7kvqc6erev,0.0
6mgu47lo476vlvbw,0.0
n6br6ag6pfcnu5i2,216.32
zdqps26jjbhjwfps,0.0
ozyfou2whz2kucto,0.0
detomg6vkazrltjk,26.58
cdhstfcwssjdz6li,148.45
f6tixzc55aaiwgqt,309.52
er624tf4vvt2aibg,0.0
lr5l7b564nd3thtj,0.0
mqv5gxzoriogc6hf,0.0
2xpf4pph7dxzo3tj,715.86
3nijrs4kpx2og4xg,0.0
ebv32w4ugfigvz2q,48.56
f7oj4jnn5vr6ihhv,0.0
uqop2ec7ri6xi4f4,0.0
5j6faqfx6q6jb6qe,0.0
pwm4k42peiqdv7ys,0.0
6kg6xaohtjw2og3y,0.0
bncw7l4ibyfic6pr,84.95
33co4enyw63ejrur,0.0
l744ninhc7ckvgek,161.4
jiqisw5mbmnfwn5f,0.0
hv6stsigyu3edsgf,0.0
dekoqxrqwzfqte4c,41.97
yfy4ncyttdhtv6it,0.0
7x7k4ev6avkr4fdr,0.0
jl4e7x5jisq6ln6e,0.0
rrqk5hqv6y5r5ia6,0.0
llscbjkxvi6mgid2,62.96
7nwwcqbuhmgjlv6k,111.91
feqfs7mg72jmzjml,0.0
ceszjt646hr76sa7,526.65
z7owhg4sjxnozy5c,68.35
76eqfb3owtncutfo,0.0
vxsrgindkdhbhj4m,0.0
f6c6iebjv2rm5zqf,315.63
6yhy4ixrabunw5ij,0.0
vvjlwh5esylikhmo,23.96
2ndviowoo6xs7fpl,0.0
3sgwe5keqxpcmibg,0.0
bks6goxh6wazgvwv,0.0
ldrv7qlzr34ut5tk,53.95
qe2qnkw6dw25yezd,0.0
4ao65knthshvgnxl,0.0
huvhox5ll7dfgcvo,62.95
g7funssydifce7cd,466.88
gzvihzxxteftzjic,158.35
eettttkutnd24rue,44.95
2nkwechczvie52ol,0.0
2uw7qzjl2ccpvbdn,0.0
ogjm4axz32qwdnb3,69.95
f3gr7rtzbovc44kn,0.0
pfyktgcnj44lbe4z,77.93
eqe3t2k3fyihcfy2,0.0
n5y4n5kt5gtwvhbh,195.16
lwp7l5spxth673yc,161.89
xmnjcpp2v272uopm,0.0
gbxe3e72dx5eysni,0.0
vpvq2viiqew5bnha,0.0
pgi6ohjxpwcj5tnb,0.0
j4ozhaa7oe45r43u,74.35
2jqfwoysacwgbob4,0.0
hve322oro55e6742,0.0
xey2rsmm5c2hpucu,0.0
iudnntm73s5jyxpa,488.44
axcyg2ync6qairty,0.0
ppn6duvubcrlm4fc,0.0
mdx6avo6u2fbifiw,0.0
vneer3fuliz6h2io,740.68
tk7gr5k2dt73ykkj,0.0
csiznkp44f4hapcz,0.0
wdkumajrlgihhqlo,579.08
ukmyiu5am5cauod4,0.0
2awkkdvrlid3f7cz,0.0
2nivo5fmyunqlgap,0.0
cgj4ctnze7f362g3,0.0
v4bxpkrkrbepsuxq,0.0
vhrtml3wtjmjzxag,0.0
uxyr4wzpvf5cqzfo,0.0
2r77kqrrrxxywogi,0.0
kovfsgpno3cldvpm,0.0
2jzfg42wnyo4rtco,179.95
3uqe2uojtjqpvqmi,0.0
5xqnxyj3kr2r54v3,0.0
2ahu4yh7hwsqgylg,53.95
ckonjxj7wahhliry,0.0
kbwvfseecj3gknwf,231.44
xyzqiwwest3uphqi,0.0
vv7kiu5sr7f4xdyp,0.0
aag6flsn3lp6yskk,0.0
hx6zwelwi4pzpxr7,0.0
kwpanjngrhzjkhl7,317.65
4qnk7czmncbqikgg,481.64
4nssft7mqduagto3,0.0
gz6zhagfjm3asv2e,0.0
4uiw3xd2li2wmhrl,48.97
byf2p4u5xa24ak62,0.0
zjrf322uex2ny4qh,81.3
csid55irdqdkycmk,80.95
br3pcz4gpqeoudj4,0.0
2jr7xilcl5fxvd2n,0.0
gkmmwo322keyulfe,105.9
jnijxpweyv6ns46k,0.0
c5fn2xoe5vn7yzt3,89.03
sw46cwtbmypblif2,0.0
zimrt672ckf7bri6,89.95
lybhfs6whyyh4eon,0.0
wdq7xsvxnwxdnsiw,0.0
jdcyqaqsndf2vzyy,0.0
7zgpoujn54lct5jf,0.0
hbku6ashpzkcxytg,0.0
37rchkiq6wz3jzuc,177.95
xwbca7b4k6om4xzo,0.0
gh537aullnzdf4ik,167.82
at74fty7fe3xjlit,55.52
bh6t3hinvpbxi2ej,222.12
vw5eivhoc6gy7j5u,135.0
m6kco2br3xjuzsxf,0.0
p4qfqwcgub55excl,0.0
mrxzjftvctrfgyvv,0.0
7ov2tdef6zujzox6,0.0
ilwjg36hbv6ajjsg,0.0
adk3o2qkbzm6whdg,0.0
xl6or7tnvow3u4c4,0.0
owg5v53amm2do2mx,0.0
rbkzm2sbxpfyi5os,45.95
2tfrivllhfag7cri,0.0
y64vgvu76gb7hhe7,0.0
oj76v6epw3dshb4r,0.0
r76a76f22sgbnczd,0.0
kdfhb6p2f327r5jh,87.5
sqv7srjzfecth3ts,0.0
a3juqknapvmqffps,0.0
dc6gf5tmidgxyfiz,0.0
wrwt24kjploqezfo,102.4
wsbdxxbe6zrepuci,123.42
pyqiloxujcpbluhi,0.0
m2h34epwml6plhka,0.0
bhcdftudddhei3lb,0.0
jrpw7uiisjs2qxbu,107.84
bkw7f27qepjjjkno,128.7
7tonropqer6dtu42,0.0
3hpced2qy2hugv6y,400.03
u6i67wrhgxuaoams,61.88
c7g3eoljsgm52you,0.0
3aw654ahlaoywf6a,121.09
2ygzz324tbwq7yw2,63.96
7cgtlneppuyeftuq,0.0
l6cxdsgdzcs3njtp,0.0
dmmy2onyhkt7guvx,386.95
4ujjqfalbtnxp5zl,0.0
fhq6zgobnjkbq6zv,110.03
ahsaaujzmdqbivhi,0.0
jwu4iubieo7tyjoe,0.0
czyt5o36lrerrd4a,0.0
ptqy3twf7qqd3tbi,35.95
i4dmn4x7pkv6dyfm,0.0
brnwy23erwaocljp,103.0
asrrf4rzwu6bjru6,0.0
636zuab4lgl2s7e7,170.95
krizmpxk5qj3vnud,0.0
aplkbcno75vuzqlv,0.0
bdbsjol4gd3e4e7f,27.0
mbodlpzzgxbbbtoo,0.0
gc3b5n42rr4rrtsl,0.0
zjxplx72vfx5mqyn,0.0
o6julxa3dd2z2duo,0.0
uxh2rdd2qgqjbhbh,0.0
pz755mpa3oky7fof,0.0
26zhzln5ojnyuavn,121.37
cjzpsmal6kqg33pu,157.09
p42unm3zrtbvqnzv,0.0
zp6g2kxj6fakptfp,0.0
k7uglmjv5yrn5qid,0.0
z7eh6cahwibkoma3,55.95
bfkjahofkxqshugi,0.0
5e2ua5y76mjgbnt4,203.87
z3rne7xu6p72yvaz,0.0
kowtqekwnn4q65f2,0.0
w4mthc3ltpnxxloo,0.0
w4xgpldn257p7nlg,0.0
xbql5zwtqzv7wbrv,0.0
jz6ya7p7maeamzta,0.0
2knqj42f565lpsit,307.66
oxmqot6ku477jjah,0.0
d4ybaktsa4bk4wm7,0.0
7fn2oaizo2iioue5,0.0
mb2fte4pvevclg7x,0.0
yczix5kuvesqvphx,0.0
yb62lmhqtqab2evf,0.0
a3pkb7qk6yxuix3x,0.0
5cogdov7ioy6rupz,79.8
5rgvts4mse7rlsen,53.99
xb7fgulfgvvygeaq,0.0
rtriayzgcej57g6f,23.39
vugvfu4hftlcusva,192.4
xvovik2voo4eyvcq,0.0
jg43rfj5lfwqbko3,0.0
wuhbyzyl4hsv545i,0.0
pwrhlvc5rbpbgaca,1077.11
qbmxor2bd54ty3xi,0.0
ttdd7qdcpq4yl3ex,402.18
5uzgwmttmom7abin,0.0
yogqvjgu3vaay5qi,0.0
